"dataset"	"model_code"	"model_mset"	"model_m"	"model_mrate"	"sequence_format"	"matrix_name"	"prefix"	"iqtree_num_threads"	"iqtree_num_bootstraps"	"alignment_file"	"iqtree_file"	"ml_tree_file"	"iqtree2_call"
"Hejnol2009"	"LG"	"LG"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.LG"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.LG.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.LG.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'LG'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.LG "
"Hejnol2009"	"LG4M"	"LG4M"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.LG4M"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.LG4M.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.LG4M.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'LG4M'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.LG4M "
"Hejnol2009"	"mtZOA"	"mtZOA"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.mtZOA"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.mtZOA.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.mtZOA.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'mtZOA'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.mtZOA "
"Hejnol2009"	"PMB"	"PMB"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.PMB"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.PMB.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.PMB.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'PMB'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.PMB "
"Hejnol2009"	"Poisson"	"Poisson"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.Poisson"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.Poisson.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.Poisson.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'Poisson'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.Poisson "
"Hejnol2009"	"rtREV"	"rtREV"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.rtREV"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.rtREV.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.rtREV.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'rtREV'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.rtREV "
"Hejnol2009"	"UL2"	"UL2"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.UL2"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.UL2.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.UL2.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'UL2'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.UL2 "
"Hejnol2009"	"UL3"	"UL3"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.UL3"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.UL3.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.UL3.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'UL3'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.UL3 "
"Hejnol2009"	"WAG"	"WAG"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.WAG"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.WAG.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.WAG.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -mset 'WAG'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.WAG "
"Hejnol2009"	"ModelFinder"	NA	"MFP"	"E,I,G,I+G,R,I+R"	"aa"	"Hejnol_etal_2009_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames.ModelFinder"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta"	"Hejnol2009.Hejnol_etal_2009_FixedNames.ModelFinder.iqtree"	"Hejnol2009.Hejnol_etal_2009_FixedNames.ModelFinder.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta -m MFP  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Hejnol2009.Hejnol_etal_2009_FixedNames.ModelFinder "
"Laumer2018"	"LG_C20"	"'LG+C20'"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.LG_C20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.LG_C20.iqtree"	"Laumer2018.Tplx_phylo_d1.LG_C20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset ''LG+C20''  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.LG_C20 "
"Laumer2018"	"LG_C60"	"'LG+C60'"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.LG_C60"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.LG_C60.iqtree"	"Laumer2018.Tplx_phylo_d1.LG_C60.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset ''LG+C60''  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.LG_C60 "
"Laumer2018"	"C20"	"C20"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.C20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.C20.iqtree"	"Laumer2018.Tplx_phylo_d1.C20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'C20'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.C20 "
"Laumer2018"	"C60"	"C60"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.C60"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.C60.iqtree"	"Laumer2018.Tplx_phylo_d1.C60.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'C60'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.C60 "
"Laumer2018"	"CF4"	"CF4"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.CF4"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.CF4.iqtree"	"Laumer2018.Tplx_phylo_d1.CF4.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'CF4'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.CF4 "
"Laumer2018"	"EHO"	"EHO"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.EHO"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.EHO.iqtree"	"Laumer2018.Tplx_phylo_d1.EHO.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'EHO'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.EHO "
"Laumer2018"	"EX_EHO"	"EX_EHO"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.EX_EHO"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.EX_EHO.iqtree"	"Laumer2018.Tplx_phylo_d1.EX_EHO.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'EX_EHO'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.EX_EHO "
"Laumer2018"	"EX2"	"EX2"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.EX2"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.EX2.iqtree"	"Laumer2018.Tplx_phylo_d1.EX2.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'EX2'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.EX2 "
"Laumer2018"	"EX3"	"EX3"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.EX3"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.EX3.iqtree"	"Laumer2018.Tplx_phylo_d1.EX3.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'EX3'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.EX3 "
"Laumer2018"	"GTR20"	"GTR20"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.GTR20"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.GTR20.iqtree"	"Laumer2018.Tplx_phylo_d1.GTR20.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'GTR20'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.GTR20 "
"Laumer2018"	"JTT"	"JTT"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.JTT"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.JTT.iqtree"	"Laumer2018.Tplx_phylo_d1.JTT.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'JTT'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.JTT "
"Laumer2018"	"JTTDCMut"	"JTTDCMut"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.JTTDCMut"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.JTTDCMut.iqtree"	"Laumer2018.Tplx_phylo_d1.JTTDCMut.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'JTTDCMut'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.JTTDCMut "
"Laumer2018"	"LG"	"LG"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.LG"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.LG.iqtree"	"Laumer2018.Tplx_phylo_d1.LG.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'LG'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.LG "
"Laumer2018"	"LG4M"	"LG4M"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.LG4M"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.LG4M.iqtree"	"Laumer2018.Tplx_phylo_d1.LG4M.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'LG4M'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.LG4M "
"Laumer2018"	"mtZOA"	"mtZOA"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.mtZOA"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.mtZOA.iqtree"	"Laumer2018.Tplx_phylo_d1.mtZOA.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'mtZOA'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.mtZOA "
"Laumer2018"	"PMB"	"PMB"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.PMB"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.PMB.iqtree"	"Laumer2018.Tplx_phylo_d1.PMB.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'PMB'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.PMB "
"Laumer2018"	"Poisson"	"Poisson"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.Poisson"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.Poisson.iqtree"	"Laumer2018.Tplx_phylo_d1.Poisson.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'Poisson'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.Poisson "
"Laumer2018"	"rtREV"	"rtREV"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.rtREV"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.rtREV.iqtree"	"Laumer2018.Tplx_phylo_d1.rtREV.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'rtREV'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.rtREV "
"Laumer2018"	"UL2"	"UL2"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.UL2"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.UL2.iqtree"	"Laumer2018.Tplx_phylo_d1.UL2.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'UL2'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.UL2 "
"Laumer2018"	"UL3"	"UL3"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.UL3"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.UL3.iqtree"	"Laumer2018.Tplx_phylo_d1.UL3.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'UL3'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.UL3 "
"Laumer2018"	"WAG"	"WAG"	NA	"E,I,G,I+G,R,I+R"	"aa"	"Tplx_phylo_d1"	"Laumer2018.Tplx_phylo_d1.WAG"	15	1000	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip"	"Laumer2018.Tplx_phylo_d1.WAG.iqtree"	"Laumer2018.Tplx_phylo_d1.WAG.treefile"	"/mnt/data/dayhoff/home/u5348329/metazoan-mixtures/iqtree/iqtree-2.2.0-Linux/bin/iqtree2 -s /mnt/data/dayhoff/home/u5348329/metazoan-mixtures/data_all/Laumer2018.Tplx_phylo_d1.aa.alignment.phylip -mset 'WAG'  -mrate 'E,I,G,I+G,R,I+R'  -bb 1000  -nt 15 -pre Laumer2018.Tplx_phylo_d1.WAG "
